areaacres,areasqkm,states,huc10,name
95426.000000000000000,386.185049219999996,CA,1805000302,Lower Coyote Creek-Frontal San Francisco Bay Estuaries
201611.000000000000000,815.907199050000031,CA,1801010804,Navarro River
56777.000000000000000,229.772342189999989,CA,1802016202,Pope Creek
107495.000000000000000,435.026668099999995,CA,1804000302,Lone Tree Creek-San Joaquin River
229819.000000000000000,930.064133490000017,"CA,NV",1809020302,Middle Death Valley Wash
196424.000000000000000,794.917941420000034,CA,1802000305,Fall River
67625.000000000000000,273.675750409999978,CA,1807030401,Upper Santa Ysabel Creek
219307.000000000000000,887.522470740000017,"AZ,CA",1503010404,Lower Parker Valley-Colorado River
67151.000000000000000,271.756381330000011,CA,1807020310,Lower Santa Ana River
133654.000000000000000,540.891319360000011,AZ,1503010305,Franconia Wash-Sacramento Wash
58687.000000000000000,237.501404170000001,CA,1809020806,Lower Fremont Wash
76408.000000000000000,309.219917239999972,CA,1802012907,Lower South Fork American River
146674.000000000000000,593.582714290000013,CA,1803001220,Jacobs Slough-Frontal Tulare Lake Bed
86345.000000000000000,349.433189860000027,CA,1802010409,Sycamore Slough
49175.000000000000000,199.006508419999989,CA,1809020618,Cottonwood Creek-Tylerhorse Canyon
43952.000000000000000,177.872804330000008,CA,1803000204,Chimney Creek
70707.000000000000000,286.146480520000011,CA,1802015503,Red Bank Creek
110445.000000000000000,446.965232580000020,CA,1809020316,Leach Lake
139183.000000000000000,563.265255460000049,CA,1806001302,San Pedro Creek-Frontal Santa Barbara Channel
102759.000000000000000,415.859315709999976,CA,1804000610,Stevenson Creek-San Joaquin River
99667.000000000000000,403.345851709999977,"CA,NV",1606001501,Wheeler Wash
103561.000000000000000,419.105722379999975,CA,1807030407,Lower San Diego River
130495.000000000000000,528.106716679999977,CA,1801021002,North Fork Salmon River
91222.000000000000000,369.171468319999974,"CA,NV",1809020203,Town of Rhyolite
89270.000000000000000,361.270416860000012,CA,1804000201,Orestimba Creek
74376.000000000000000,300.994480660000022,CA,1807010405,Frontal Santa Monica Bay-San Pedro Bay
80781.000000000000000,326.914844300000027,CA,1801020701,Lake Shastina-Shasta River
49294.000000000000000,199.489638689999992,CA,1804001203,Middle Fork Mokelumne River
82155.000000000000000,332.475556059999974,CA,1806000502,Santa Margarita Creek-Salinas River
138024.000000000000000,558.574417840000024,CA,1809020108,Ubehebe Peak
78652.000000000000000,318.298351270000012,CA,1803000401,Headwaters Poso Creek
56183.000000000000000,227.370982440000006,CA,1804001209,Lower Dry Creek
65994.000000000000000,267.072331659999975,CA,1803000701,Middle Fork Kaweah River
88403.000000000000000,357.760118439999985,CA,1809010103,Rush Creek
144347.000000000000000,584.164914840000051,CA,1807010101,Ventura River
100058.000000000000000,404.929708419999997,CA,1804000604,Middle Fork San Joaquin River
110545.000000000000000,447.368825539999989,CA,1806000703,Middle Cuyama River
92387.000000000000000,373.885276680000004,CA,1805000102,Walnut Creek-Frontal Suisin Bay Estuaries
66788.000000000000000,270.287992540000005,CA,1807010602,West Fork San Gabriel River
175262.000000000000000,709.276964479999947,CA,1503010402,Vidal Wash
90788.000000000000000,367.414316830000018,CA,1804000904,Cherry Creek
128345.000000000000000,519.403592939999953,CA,1804000116,Deadman Creek
115722.000000000000000,468.322100369999987,CA,1810020103,Headwaters Whitewater River
77967.000000000000000,315.528399250000007,CA,1807020304,San Timoteo Wash
78712.000000000000000,318.543166229999997,CA,1804000102,Cottonwood Creek
54197.000000000000000,219.330600390000001,CA,1802010403,Willow Creek
99992.000000000000000,404.661721269999987,CA,1809020624,Rosamond Lake
124152.000000000000000,502.436352339999985,CA,1803000104,Rattlesnake Creek-Kern River
69189.000000000000000,280.005095910000023,CA,1802015605,Lower Thomes Creek
321096.000000000000000,1299.457643960000041,CA,1809020322,Bad Water Basin-Amargosa River
91188.000000000000000,369.031627549999996,CA,1809020612,Sidney Peak
125310.000000000000000,507.122890890000008,CA,1802000207,Big Sage Reservoir-Rattlesnake Creek
155668.000000000000000,629.980810600000041,CA,1802012307,Lower Middle Fork Feather River
194032.000000000000000,785.238292999999999,CA,1801021112,Horse Linto Creek-Trinity River
253233.000000000000000,1024.821269519999987,"CA,NV",1503010201,Upper Piute Wash
97537.000000000000000,394.726547400000015,"CA,NV",1606001013,Fish Lake Valley
78985.000000000000000,319.646910549999973,CA,1806000803,Middle Sisquoc River
40687.000000000000000,164.656145089999995,CA,1804001404,Lower Panoche Creek
76994.000000000000000,311.591396760000009,"CA,OR",1710031104,West Fork Illinois River
102489.000000000000000,414.765362939999989,CA,1804000806,Maxwell Creek-Merced River
141035.000000000000000,570.759904860000006,CA,1805000505,Drakes Bay-Frontal Pacific Ocean
255974.000000000000000,1035.912241880000010,CA,1809020308,Upper Salt Creek
61919.000000000000000,250.583696279999998,CA,1809020826,Silver Lake
57254.000000000000000,231.704743129999997,CA,1802012508,Deer Creek
70049.000000000000000,283.483831580000015,CA,1802000201,Jess Valley-South Fork Pit River
79717.000000000000000,322.608259139999973,"CA,NV",1605020102,Middle East Fork Carson River
237790.000000000000000,962.323846949999961,CA,1808000305,Deep Creek-Secret Creek
98293.000000000000000,397.787819430000013,CA,1804000703,Middle Fresno River
109617.000000000000000,443.612020470000004,CA,1801010405,Lower Middle Fork Eel River
114904.000000000000000,465.009032219999995,CA,1804001306,Upper Cosumnes River
107451.000000000000000,434.848866989999976,CA,1806000202,Pacheco Creek
124029.000000000000000,501.938057630000003,CA,1801010305,Bucknell Creek-Eel River
131436.000000000000000,531.914784240000017,CA,1807030301,Upper San Luis Rey River
79149.000000000000000,320.312370820000012,CA,1803000603,South Fork Tule River
176717.000000000000000,715.165057039999965,CA,1605020101,Upper East Fork Carson River
59806.000000000000000,242.031891129999991,CA,1803000309,Liveoak Canyon-Pastoria Creek
142028.000000000000000,574.778021670000044,CA,1801021107,Weaver Creek-Trinity River
97918.000000000000000,396.269818600000008,"CA,OR",1802000104,Dry Creek-Frontal Goose Lake
99454.000000000000000,402.485280330000023,CA,1807020202,Middle San Jacinto River
90683.000000000000000,366.988667130000010,CA,1801020402,North Fork Willow Creek-Willow Creek
132078.000000000000000,534.510508250000044,CA,1803001207,North Fork Kings River-Kings River
169278.000000000000000,685.057519120000052,CA,1809010205,Lower Spring Canyon Creek
112008.000000000000000,453.288842320000015,CA,1801010703,Cape Mendicino-Frontal Pacific Ocean
232366.000000000000000,940.371718460000011,CA,1803000902,Kennedy Pond-Fresno Slough
135643.000000000000000,548.938015980000046,CA,1808000103,Lower Alkali Lake
195774.000000000000000,792.286385730000006,CA,1802011603,Kelsey Creek-Clear Lake
45710.000000000000000,184.985232249999996,CA,1809020815,Langford Well Lake
35350.000000000000000,143.060137279999992,CA,1802015303,Battle Creek
64558.000000000000000,261.260832129999983,CA,1809020821,Crucero Hill
110200.000000000000000,445.971752659999993,CA,1802011503,Grindstone Creek
46023.000000000000000,186.253114110000013,CA,1802012205,Wolf Creek
63449.000000000000000,256.776077590000000,CA,1810010018,Mesquite Lake
43849.000000000000000,177.454389840000005,CA,1802012302,Smithneck Creek
86795.000000000000000,351.255312150000009,CA,1809020303,Marble Canyon
44388.000000000000000,179.635711149999992,CA,1810010012,Goat Mountain-Keys Lake
107947.000000000000000,436.857107810000002,CA,1809020604,Lower Cache Creek
125002.000000000000000,505.874758779999979,CA,1810010041,Ironwood Wash-Danby Lake
101252.000000000000000,409.760517709999988,"CA,NV",1606001510,Devil Canyon-Frontal Ivanpah Lake
268585.000000000000000,1086.950394779999897,CA,1802016306,Cache Slough
239001.000000000000000,967.223439279999980,CA,1802000213,Taylor Reservoir
185686.000000000000000,751.461432319999972,CA,1809020703,Coyote Lake
59264.000000000000000,239.836974779999991,CA,1802000404,Claiborne Creek-McCloud River
60704.000000000000000,245.665697440000002,CA,1802015801,Upper Butte Creek
217210.000000000000000,879.035510980000026,CA,1810020408,Coyote Wash
46823.000000000000000,189.489426220000013,CA,1801020905,Dillon Creek
103336.000000000000000,418.195964930000002,CA,1807030402,Lower Santa Ysabel Creek
120686.000000000000000,488.408435429999997,CA,1803000506,Dyer Creek-Lake Woollomes
98614.000000000000000,399.086141950000012,CA,1807030104,San Onofre Creek-Frontal Gulf of Santa Catalina
175281.000000000000000,709.353558880000037,CA,1804000602,Upper South Fork San Joaquin River
124650.000000000000000,504.451487349999979,CA,1503010409,Arroyo Seco-Upper Milpitas Wash
81797.000000000000000,331.029478620000020,CA,1803000315,Buena Vista Creek
130627.000000000000000,528.639108360000023,CA,1809020412,Water Canyon-Panamint Valley
124718.000000000000000,504.727211099999977,CA,1606001009,Furnace Creek-Frontal Fish Lake Valley
136827.000000000000000,553.730478009999956,"CA,NV",1809010101,Alkali Valley-Frontal Mono Lake
141829.000000000000000,573.975738350000029,CA,1810010035,Schulyler Wash
87706.000000000000000,354.941000009999982,CA,1802000219,Widow Valley Creek-Pit River
81977.000000000000000,331.754782470000009,CA,1807010403,Ballona Creek
97371.000000000000000,394.054320980000000,CA,1809020709,Black Canyon
237881.000000000000000,962.690199639999946,CA,1806000506,Nacimiento River
87044.000000000000000,352.262384899999972,CA,1802015203,North Fork Cottonwood Creek
115715.000000000000000,468.292871699999978,CA,1804001101,San Antonio Creek-South Fork Calaveras River
47745.000000000000000,193.219361289999995,CA,1802015903,Hutchinson Creek-Reeds Creek
61062.000000000000000,247.116150370000014,CA,1810020307,Middle San Felipe Creek
185961.000000000000000,752.575070950000054,CA,1804000202,Crow Creek-San Joaquin River
107322.000000000000000,434.325581839999984,CA,1802012107,West Branch Feather River
62107.000000000000000,251.341920189999996,CA,1805000207,San Pablo Creek-Frontal San Pablo Bay Estuaries
68948.000000000000000,279.028448470000001,CA,1802012905,Middle South Fork American River
116377.000000000000000,470.972730459999980,CA,1805000303,Guadalupe River-Frontal San Francisco Bay Estuaries
81393.000000000000000,329.394550460000005,CA,1803001201,Mill Creek
46413.000000000000000,187.831267050000008,CA,1807010208,Middle Santa Clara River
158719.000000000000000,642.326447089999988,CA,1802000306,Butte Creek-Lost Creek
45520.000000000000000,184.217175440000005,CA,1810010026,Orange Blossom Wash
43529.000000000000000,176.159515669999990,CA,1810010029,Cleghorn Lakes
94222.000000000000000,381.309658570000011,CA,1809020804,Sheep Creek-El Mirage Lake
157440.000000000000000,637.150167639999950,CA,1802012104,Upper North Fork Feather River
51138.000000000000000,206.950732299999999,CA,1802015101,Old Cow Creek
74804.000000000000000,302.726770349999981,CA,1804001002,Upper Middle Fork Stanislaus River
62580.000000000000000,253.259516149999996,CA,1809010305,Haiwee Reservoirs
159395.000000000000000,645.063471479999976,CA,1809020317,Buckwheat Wash-Amargosa River
92722.000000000000000,375.238778029999992,CA,1802015504,Dibble Creek-Sacramento River
113537.000000000000000,459.479100790000018,CA,1809020506,Burro Canyon-Dry Lakes
277729.000000000000000,1123.955562849999978,CA,1806001401,San Miguel Island-Santa Rosa Island
85532.000000000000000,346.141364549999992,CA,1802000202,Cedar Creek
64845.000000000000000,262.422608050000008,CA,1801011002,Headwaters Russian River
162806.000000000000000,658.866636060000019,CA,1803001006,North Fork Kings River
104464.000000000000000,422.759370279999985,"CA,NV",1809020206,Big Dune
97723.000000000000000,395.478947740000024,CA,1807010501,Big Tujunga Creek
73818.000000000000000,298.737188489999994,CA,1808000308,Baxter Creek-Frontal Honey Lake
72111.000000000000000,291.827400160000025,"CA,NV",1808000310,Red Rock Canyon
142151.000000000000000,575.275906540000051,CA,1803001221,Town of Poplar-Frontal Tulare Lake Bed
82996.000000000000000,335.880331039999987,CA,1804000611,Willow Creek
56423.000000000000000,228.342620360000012,CA,1806000704,Alamo Creek
95190.000000000000000,385.229520410000021,CA,1801021003,Wooley Creek
86397.000000000000000,349.645235710000009,CA,1804000117,Owens Creek
127899.000000000000000,517.602051950000032,CA,1806000605,Morro Bay-Frontal Estero Bay
164196.000000000000000,664.490952440000001,CA,1806000401,Upper San Juan Creek
131879.000000000000000,533.705161910000015,CA,1801010509,Lower Van Duzen River
90839.000000000000000,367.621174610000025,CA,1807030410,Otay River
56178.000000000000000,227.348507540000014,CA,1801020702,Willow Creek
47609.000000000000000,192.672554009999999,CA,1805000201,Conn Creek
103493.000000000000000,418.830960510000011,CA,1806000503,Huerhuero Creek
123216.000000000000000,498.647470279999993,CA,1809020109,Salt Lake
124073.000000000000000,502.116793079999979,CA,1804000905,Falls Creek-Tuolumne River
202977.000000000000000,821.436758560000044,CA,1805000410,San Francisco Bay
86475.000000000000000,349.960767780000026,CA,1809010104,Lee Vining Creek-Frontal Mono Lake
149824.000000000000000,606.327536069999951,CA,1803001215,Antelope Plain
85120.000000000000000,344.475861490000000,AZ,1503010407,Mohave Wash-Colorado River
40908.000000000000000,165.552733509999996,CA,1804000605,Granite Creek
112537.000000000000000,455.432082400000013,CA,1802015403,Churn Creek-Sacramento River
40211.000000000000000,162.733514789999987,CA,1804001301,Camp Creek
225648.000000000000000,913.183226900000022,CA,1809020311,Upper Kingston Wash
218647.000000000000000,884.851645619999999,CA,1801010205,Big Lagoon-Frontal Pacific Ocean
43708.000000000000000,176.882712529999992,CA,1809020401,Santa Rosa Wash
68169.000000000000000,275.874864419999994,CA,1804005101,Rock Creek
73675.000000000000000,298.160616960000027,CA,1801021201,Upper South Fork Trinity River
53131.000000000000000,215.017863769999991,CA,1807010605,San Jose Creek
79245.000000000000000,320.700725530000000,CA,1802010404,Colusa Drain
162535.000000000000000,657.771288130000016,CA,1807020305,Upper Santa Ana River
65311.000000000000000,264.311811780000028,CA,1806001004,Redrock Canyon-Santa Ynez River
132447.000000000000000,536.004287200000022,CA,1803000105,Brush Creek-Kern River
69418.000000000000000,280.931822140000008,CA,1804000807,Dry Creek
69128.000000000000000,279.757620439999982,CA,1802012509,Dry Creek
242165.000000000000000,980.029174290000014,"CA,NV",1604020309,Smoke Creek-Frontal Smoke Creek Desert
109590.000000000000000,443.502651920000005,CA,1810020104,Little Morongo Creek-Morongo Wash
129176.000000000000000,522.767925590000004,CA,1810010009,Pipes Wash
